FeatureCode,DateCode,Measurement,Units,Value,Industry Sector (SIC 07),Export Destination
S92000003,2012,Count,million pounds (GBP),350,Other Services (Section (Q-U),Total
S92000003,2002,Count,million pounds (GBP),50,Other Services (Section (Q-U),Non-EU
S92000003,2005,Count,million pounds (GBP),95,Other Services (Section (Q-U),Non-EU
S92000003,2006,Count,million pounds (GBP),300,Other Services (Section (Q-U),Total
S92000003,2004,Count,million pounds (GBP),85,Other Services (Section (Q-U),Non-EU
S92000003,2013,Count,million pounds (GBP),110,Other Services (Section (Q-U),EU
S92000003,2009,Count,million pounds (GBP),90,Other Services (Section (Q-U),EU
S92000003,2017,Count,million pounds (GBP),150,Other Services (Section (Q-U),International
S92000003,2010,Count,million pounds (GBP),140,Other Services (Section (Q-U),International
S92000003,2002,Count,million pounds (GBP),290,Other Services (Section (Q-U),Total
S92000003,2016,Count,million pounds (GBP),320,Other Services (Section (Q-U),Total
S92000003,2012,Count,million pounds (GBP),75,Other Services (Section (Q-U),EU
S92000003,2017,Count,million pounds (GBP),75,Other Services (Section (Q-U),Non-EU
S92000003,2012,Count,million pounds (GBP),180,Other Services (Section (Q-U),Rest of UK
S92000003,2016,Count,million pounds (GBP),40,Other Services (Section (Q-U),Non-EU
S92000003,2010,Count,million pounds (GBP),65,Other Services (Section (Q-U),Non-EU
S92000003,2017,Count,million pounds (GBP),325,Other Services (Section (Q-U),Rest of UK
S92000003,2002,Count,million pounds (GBP),80,Other Services (Section (Q-U),EU
S92000003,2017,Count,million pounds (GBP),475,Other Services (Section (Q-U),Total
S92000003,2013,Count,million pounds (GBP),70,Other Services (Section (Q-U),Non-EU
S92000003,2011,Count,million pounds (GBP),70,Other Services (Section (Q-U),Non-EU
S92000003,2013,Count,million pounds (GBP),130,Other Services (Section (Q-U),Rest of UK
S92000003,2008,Count,million pounds (GBP),100,Other Services (Section (Q-U),Non-EU
S92000003,2015,Count,million pounds (GBP),40,Other Services (Section (Q-U),EU
S92000003,2009,Count,million pounds (GBP),105,Other Services (Section (Q-U),Non-EU
S92000003,2006,Count,million pounds (GBP),185,Other Services (Section (Q-U),Rest of UK
S92000003,2007,Count,million pounds (GBP),250,Other Services (Section (Q-U),Rest of UK
S92000003,2010,Count,million pounds (GBP),50,Other Services (Section (Q-U),Rest of UK
S92000003,2009,Count,million pounds (GBP),165,Other Services (Section (Q-U),Rest of UK
S92000003,2014,Count,million pounds (GBP),65,Other Services (Section (Q-U),Non-EU
S92000003,2012,Count,million pounds (GBP),95,Other Services (Section (Q-U),Non-EU
S92000003,2003,Count,million pounds (GBP),230,Other Services (Section (Q-U),Rest of UK
S92000003,2007,Count,million pounds (GBP),70,Other Services (Section (Q-U),Non-EU
S92000003,2016,Count,million pounds (GBP),225,Other Services (Section (Q-U),Rest of UK
S92000003,2003,Count,million pounds (GBP),90,Other Services (Section (Q-U),EU
S92000003,2014,Count,million pounds (GBP),125,Other Services (Section (Q-U),Rest of UK
S92000003,2011,Count,million pounds (GBP),55,Other Services (Section (Q-U),Rest of UK
S92000003,2004,Count,million pounds (GBP),80,Other Services (Section (Q-U),EU
S92000003,2004,Count,million pounds (GBP),190,Other Services (Section (Q-U),Rest of UK
S92000003,2011,Count,million pounds (GBP),55,Other Services (Section (Q-U),EU
S92000003,2015,Count,million pounds (GBP),145,Other Services (Section (Q-U),Rest of UK
S92000003,2012,Count,million pounds (GBP),1245,Machinery and Equipment N.E.C. (Section CK),International
S92000003,2016,Count,million pounds (GBP),1855,Machinery and Equipment N.E.C. (Section CK),Total
S92000003,2002,Count,million pounds (GBP),255,Machinery and Equipment N.E.C. (Section CK),EU
S92000003,2004,Count,million pounds (GBP),1145,Machinery and Equipment N.E.C. (Section CK),Total
S92000003,2002,Count,million pounds (GBP),500,Machinery and Equipment N.E.C. (Section CK),Non-EU
S92000003,2009,Count,million pounds (GBP),1480,Machinery and Equipment N.E.C. (Section CK),Total
S92000003,2017,Count,million pounds (GBP),615,Machinery and Equipment N.E.C. (Section CK),EU
S92000003,2005,Count,million pounds (GBP),1185,Machinery and Equipment N.E.C. (Section CK),Total
S92000003,2014,Count,million pounds (GBP),620,Machinery and Equipment N.E.C. (Section CK),EU
S92000003,2015,Count,million pounds (GBP),1895,Machinery and Equipment N.E.C. (Section CK),Total
S92000003,2010,Count,million pounds (GBP),725,Machinery and Equipment N.E.C. (Section CK),Non-EU
S92000003,2014,Count,million pounds (GBP),1425,Machinery and Equipment N.E.C. (Section CK),International
S92000003,2015,Count,million pounds (GBP),515,Machinery and Equipment N.E.C. (Section CK),Rest of UK
S92000003,2011,Count,million pounds (GBP),1450,Machinery and Equipment N.E.C. (Section CK),Total
S92000003,2017,Count,million pounds (GBP),1675,Machinery and Equipment N.E.C. (Section CK),Total
S92000003,2004,Count,million pounds (GBP),520,Machinery and Equipment N.E.C. (Section CK),Non-EU
S92000003,2005,Count,million pounds (GBP),515,Machinery and Equipment N.E.C. (Section CK),Non-EU
S92000003,2010,Count,million pounds (GBP),420,Machinery and Equipment N.E.C. (Section CK),Rest of UK
S92000003,2012,Count,million pounds (GBP),440,Machinery and Equipment N.E.C. (Section CK),Rest of UK
S92000003,2017,Count,million pounds (GBP),1185,Machinery and Equipment N.E.C. (Section CK),International
S92000003,2006,Count,million pounds (GBP),385,Machinery and Equipment N.E.C. (Section CK),EU
S92000003,2014,Count,million pounds (GBP),805,Machinery and Equipment N.E.C. (Section CK),Non-EU
S92000003,2015,Count,million pounds (GBP),760,Machinery and Equipment N.E.C. (Section CK),Non-EU
S92000003,2013,Count,million pounds (GBP),545,Machinery and Equipment N.E.C. (Section CK),Rest of UK
S92000003,2016,Count,million pounds (GBP),645,Machinery and Equipment N.E.C. (Section CK),EU
S92000003,2009,Count,million pounds (GBP),455,Machinery and Equipment N.E.C. (Section CK),EU
S92000003,2008,Count,million pounds (GBP),450,Machinery and Equipment N.E.C. (Section CK),EU
S92000003,2007,Count,million pounds (GBP),445,Machinery and Equipment N.E.C. (Section CK),EU
S92000003,2003,Count,million pounds (GBP),840,Machinery and Equipment N.E.C. (Section CK),International
S92000003,2015,Count,million pounds (GBP),1385,Machinery and Equipment N.E.C. (Section CK),International
S92000003,2005,Count,million pounds (GBP),795,Machinery and Equipment N.E.C. (Section CK),International
S92000003,2009,Count,million pounds (GBP),635,Machinery and Equipment N.E.C. (Section CK),Non-EU
S92000003,2012,Count,million pounds (GBP),480,Machinery and Equipment N.E.C. (Section CK),EU
S92000003,2002,Count,million pounds (GBP),385,Machinery and Equipment N.E.C. (Section CK),Rest of UK
S92000003,2005,Count,million pounds (GBP),390,Machinery and Equipment N.E.C. (Section CK),Rest of UK
S92000003,2006,Count,million pounds (GBP),390,Machinery and Equipment N.E.C. (Section CK),Non-EU
S92000003,2007,Count,million pounds (GBP),425,Machinery and Equipment N.E.C. (Section CK),Rest of UK
S92000003,2009,Count,million pounds (GBP),1090,Machinery and Equipment N.E.C. (Section CK),International
S92000003,2016,Count,million pounds (GBP),520,Machinery and Equipment N.E.C. (Section CK),Rest of UK
S92000003,2013,Count,million pounds (GBP),795,Machinery and Equipment N.E.C. (Section CK),Non-EU
S92000003,2016,Count,million pounds (GBP),1335,Machinery and Equipment N.E.C. (Section CK),International
S92000003,2012,Count,million pounds (GBP),765,Machinery and Equipment N.E.C. (Section CK),Non-EU
S92000003,2010,Count,million pounds (GBP),330,Machinery and Equipment N.E.C. (Section CK),EU
S92000003,2002,Count,million pounds (GBP),1145,Machinery and Equipment N.E.C. (Section CK),Total
S92000003,2014,Count,million pounds (GBP),2005,Machinery and Equipment N.E.C. (Section CK),Total
S92000003,2004,Count,million pounds (GBP),265,Machinery and Equipment N.E.C. (Section CK),EU
S92000003,2011,Count,million pounds (GBP),405,Machinery and Equipment N.E.C. (Section CK),Rest of UK
S92000003,2005,Count,million pounds (GBP),280,Machinery and Equipment N.E.C. (Section CK),EU
S92000003,2011,Count,million pounds (GBP),1045,Machinery and Equipment N.E.C. (Section CK),International
S92000003,2017,Count,million pounds (GBP),570,Machinery and Equipment N.E.C. (Section CK),Non-EU
S92000003,2007,Count,million pounds (GBP),890,Machinery and Equipment N.E.C. (Section CK),International
S92000003,2013,Count,million pounds (GBP),1300,Machinery and Equipment N.E.C. (Section CK),International
S92000003,2003,Count,million pounds (GBP),450,Machinery and Equipment N.E.C. (Section CK),Non-EU
S92000003,2011,Count,million pounds (GBP),540,Machinery and Equipment N.E.C. (Section CK),Non-EU
S92000003,2010,Count,million pounds (GBP),1055,Machinery and Equipment N.E.C. (Section CK),International
S92000003,2002,Count,million pounds (GBP),760,Machinery and Equipment N.E.C. (Section CK),International
S92000003,2006,Count,million pounds (GBP),780,Machinery and Equipment N.E.C. (Section CK),International
S92000003,2017,Count,million pounds (GBP),490,Machinery and Equipment N.E.C. (Section CK),Rest of UK
S92000003,2008,Count,million pounds (GBP),1020,Machinery and Equipment N.E.C. (Section CK),International
S92000003,2014,Count,million pounds (GBP),580,Machinery and Equipment N.E.C. (Section CK),Rest of UK
S92000003,2008,Count,million pounds (GBP),465,Machinery and Equipment N.E.C. (Section CK),Rest of UK
S92000003,2008,Count,million pounds (GBP),1485,Machinery and Equipment N.E.C. (Section CK),Total
S92000003,2008,Count,million pounds (GBP),570,Machinery and Equipment N.E.C. (Section CK),Non-EU
S92000003,2011,Count,million pounds (GBP),500,Machinery and Equipment N.E.C. (Section CK),EU
S92000003,2012,Count,million pounds (GBP),1680,Machinery and Equipment N.E.C. (Section CK),Total
S92000003,2013,Count,million pounds (GBP),1850,Machinery and Equipment N.E.C. (Section CK),Total
S92000003,2007,Count,million pounds (GBP),1315,Machinery and Equipment N.E.C. (Section CK),Total
S92000003,2003,Count,million pounds (GBP),1280,Machinery and Equipment N.E.C. (Section CK),Total
S92000003,2013,Count,million pounds (GBP),510,Machinery and Equipment N.E.C. (Section CK),EU
S92000003,2004,Count,million pounds (GBP),360,Machinery and Equipment N.E.C. (Section CK),Rest of UK
S92000003,2003,Count,million pounds (GBP),390,Machinery and Equipment N.E.C. (Section CK),EU
S92000003,2007,Count,million pounds (GBP),445,Machinery and Equipment N.E.C. (Section CK),Non-EU
S92000003,2006,Count,million pounds (GBP),1155,Machinery and Equipment N.E.C. (Section CK),Total
S92000003,2010,Count,million pounds (GBP),1475,Machinery and Equipment N.E.C. (Section CK),Total
S92000003,2006,Count,million pounds (GBP),380,Machinery and Equipment N.E.C. (Section CK),Rest of UK
S92000003,2009,Count,million pounds (GBP),395,Machinery and Equipment N.E.C. (Section CK),Rest of UK
S92000003,2004,Count,million pounds (GBP),785,Machinery and Equipment N.E.C. (Section CK),International
S92000003,2003,Count,million pounds (GBP),440,Machinery and Equipment N.E.C. (Section CK),Rest of UK
S92000003,2016,Count,million pounds (GBP),690,Machinery and Equipment N.E.C. (Section CK),Non-EU
S92000003,2015,Count,million pounds (GBP),620,Machinery and Equipment N.E.C. (Section CK),EU
S92000003,2011,Count,million pounds (GBP),215,"Textiles, Wearing Apparel and Leather (Section CB)",EU
S92000003,2016,Count,million pounds (GBP),200,"Textiles, Wearing Apparel and Leather (Section CB)",EU
S92000003,2006,Count,million pounds (GBP),140,"Textiles, Wearing Apparel and Leather (Section CB)",Non-EU
S92000003,2008,Count,million pounds (GBP),215,"Textiles, Wearing Apparel and Leather (Section CB)",EU
S92000003,2016,Count,million pounds (GBP),145,"Textiles, Wearing Apparel and Leather (Section CB)",Non-EU
S92000003,2015,Count,million pounds (GBP),375,"Textiles, Wearing Apparel and Leather (Section CB)",International
S92000003,2008,Count,million pounds (GBP),125,"Textiles, Wearing Apparel and Leather (Section CB)",Non-EU
S92000003,2005,Count,million pounds (GBP),375,"Textiles, Wearing Apparel and Leather (Section CB)",International
S92000003,2011,Count,million pounds (GBP),350,"Textiles, Wearing Apparel and Leather (Section CB)",International
S92000003,2009,Count,million pounds (GBP),190,"Textiles, Wearing Apparel and Leather (Section CB)",EU
S92000003,2017,Count,million pounds (GBP),200,"Textiles, Wearing Apparel and Leather (Section CB)",EU
S92000003,2014,Count,million pounds (GBP),155,"Textiles, Wearing Apparel and Leather (Section CB)",Non-EU
S92000003,2013,Count,million pounds (GBP),215,"Textiles, Wearing Apparel and Leather (Section CB)",EU
S92000003,2013,Count,million pounds (GBP),630,"Textiles, Wearing Apparel and Leather (Section CB)",Total
S92000003,2004,Count,million pounds (GBP),760,"Textiles, Wearing Apparel and Leather (Section CB)",Total
S92000003,2010,Count,million pounds (GBP),545,"Textiles, Wearing Apparel and Leather (Section CB)",Total
S92000003,2017,Count,million pounds (GBP),600,"Textiles, Wearing Apparel and Leather (Section CB)",Total
S92000003,2013,Count,million pounds (GBP),145,"Textiles, Wearing Apparel and Leather (Section CB)",Non-EU
S92000003,2012,Count,million pounds (GBP),640,"Textiles, Wearing Apparel and Leather (Section CB)",Total
S92000003,2014,Count,million pounds (GBP),635,"Textiles, Wearing Apparel and Leather (Section CB)",Total
S92000003,2013,Count,million pounds (GBP),265,"Textiles, Wearing Apparel and Leather (Section CB)",Rest of UK
S92000003,2005,Count,million pounds (GBP),725,"Textiles, Wearing Apparel and Leather (Section CB)",Total
S92000003,2012,Count,million pounds (GBP),270,"Textiles, Wearing Apparel and Leather (Section CB)",Rest of UK
S92000003,2011,Count,million pounds (GBP),600,"Textiles, Wearing Apparel and Leather (Section CB)",Total
