FeatureCode,DateCode,Measurement,Units,Value,Gender,Working Pattern
S12000023,2010-Q3,Ratio,Percentage Of People Employed,35.9,Female,Full Time
S12000020,2017-Q4,95% Upper Confidence Limit,Percentage Of People Employed,56.7,Female,Full Time
S12000020,2009-Q2,95% Upper Confidence Limit,Percentage Of People Employed,58.6,Female,Full Time
S12000020,2018-Q3,Count,People,9600,Female,Part Time
S12000020,2005-Q2,95% Upper Confidence Limit,Percentage Of People Employed,54.7,Female,Full Time
S12000023,2016-Q1,95% Lower Confidence Limit,Percentage Of People Employed,45.6,Female,Full Time
S12000023,2009-Q3,Ratio,Percentage Of People Employed,37,Female,Full Time
S12000020,2016-Q2,95% Upper Confidence Limit,Percentage Of People Employed,53.5,Female,Full Time
S12000023,2014-Q1,95% Upper Confidence Limit,Percentage Of People Employed,56.4,Female,Full Time
S12000020,2011-Q4,95% Upper Confidence Limit,Percentage Of People Employed,53.2,Female,Full Time
S12000023,2012-Q2,95% Lower Confidence Limit,Percentage Of People Employed,20.8,Female,Full Time
S12000020,2014-Q1,95% Upper Confidence Limit,Percentage Of People Employed,52.6,Female,Full Time
S12000020,2015-Q1,95% Upper Confidence Limit,Percentage Of People Employed,54.4,Female,Full Time
S12000023,2009-Q4,95% Lower Confidence Limit,Percentage Of People Employed,53.6,Female,Part Time
S12000020,2017-Q2,Ratio,Percentage Of People Employed,48.1,Female,Part Time
S12000023,2016-Q4,95% Lower Confidence Limit,Percentage Of People Employed,36.6,Female,Full Time
S12000023,2007-Q1,95% Upper Confidence Limit,Percentage Of People Employed,55.2,Female,Full Time
S12000023,2015-Q4,95% Lower Confidence Limit,Percentage Of People Employed,45.2,Female,Full Time
S12000023,2014-Q2,95% Lower Confidence Limit,Percentage Of People Employed,32.1,Female,Full Time
S12000020,2007-Q3,Ratio,Percentage Of People Employed,43.6,Female,Part Time
S12000020,2006-Q2,Ratio,Percentage Of People Employed,48.2,Female,Part Time
S12000020,2007-Q2,Ratio,Percentage Of People Employed,43.9,Female,Part Time
S12000020,2012-Q3,Ratio,Percentage Of People Employed,47.8,Female,Full Time
S12000023,2009-Q1,95% Lower Confidence Limit,Percentage Of People Employed,56.8,Female,Part Time
S12000020,2017-Q3,Count,People,11300,Female,Full Time
S12000020,2004-Q4,Ratio,Percentage Of People Employed,52.6,Female,Part Time
S12000020,2017-Q4,Ratio,Percentage Of People Employed,49.3,Female,Part Time
S12000020,2010-Q4,95% Upper Confidence Limit,Percentage Of People Employed,59.9,Female,Full Time
S12000020,2006-Q3,Ratio,Percentage Of People Employed,47,Female,Part Time
S12000023,2008-Q1,95% Upper Confidence Limit,Percentage Of People Employed,53.4,Female,Full Time
S12000020,2005-Q2,Ratio,Percentage Of People Employed,49.9,Female,Part Time
S12000023,2005-Q1,95% Upper Confidence Limit,Percentage Of People Employed,60.2,Female,Full Time
S12000020,2009-Q4,Ratio,Percentage Of People Employed,44.5,Female,Part Time
S12000023,2009-Q3,95% Lower Confidence Limit,Percentage Of People Employed,53.9,Female,Part Time
S12000020,2012-Q4,Ratio,Percentage Of People Employed,52.4,Female,Part Time
S12000020,2010-Q4,Ratio,Percentage Of People Employed,45.3,Female,Part Time
S12000023,2014-Q3,95% Lower Confidence Limit,Percentage Of People Employed,44,Female,Part Time
S12000023,2010-Q3,95% Lower Confidence Limit,Percentage Of People Employed,54,Female,Part Time
S12000020,2010-Q3,Count,People,9600,Female,Part Time
S12000023,2007-Q3,95% Lower Confidence Limit,Percentage Of People Employed,50.3,Female,Part Time
S12000023,2016-Q3,95% Lower Confidence Limit,Percentage Of People Employed,37.5,Female,Part Time
S12000023,2017-Q3,95% Lower Confidence Limit,Percentage Of People Employed,31,Female,Part Time
S12000023,2017-Q4,95% Lower Confidence Limit,Percentage Of People Employed,42.4,Female,Full Time
S12000020,2011-Q4,Ratio,Percentage Of People Employed,52.5,Female,Part Time
S12000023,2006-Q1,95% Upper Confidence Limit,Percentage Of People Employed,58.7,Female,Full Time
S12000023,2007-Q2,95% Lower Confidence Limit,Percentage Of People Employed,32.2,Female,Full Time
S12000020,2012-Q4,95% Upper Confidence Limit,Percentage Of People Employed,52.9,Female,Full Time
S12000023,2008-Q3,95% Lower Confidence Limit,Percentage Of People Employed,48.2,Female,Part Time
S12000020,2013-Q4,95% Upper Confidence Limit,Percentage Of People Employed,52.5,Female,Full Time
S12000020,2018-Q1,95% Upper Confidence Limit,Percentage Of People Employed,57.3,Female,Full Time
S12000020,2014-Q4,95% Upper Confidence Limit,Percentage Of People Employed,56,Female,Full Time
S12000023,2010-Q1,95% Upper Confidence Limit,Percentage Of People Employed,47.2,Female,Full Time
S12000020,2014-Q2,Count,People,11100,Female,Part Time
S12000023,2005-Q1,Count,People,2300,Female,Part Time
S12000020,2018-Q4,95% Lower Confidence Limit,Percentage Of People Employed,42.4,Female,Part Time
S12000020,2017-Q3,Count,People,10100,Female,Part Time
S12000023,2009-Q2,Ratio,Percentage Of People Employed,33.4,Female,Full Time
S12000023,2019-Q2,95% Lower Confidence Limit,Percentage Of People Employed,26.4,Female,Part Time
S12000020,2017-Q4,95% Lower Confidence Limit,Percentage Of People Employed,44.7,Female,Full Time
S12000020,2018-Q2,95% Upper Confidence Limit,Percentage Of People Employed,53.9,Female,Part Time
S12000020,2014-Q4,95% Lower Confidence Limit,Percentage Of People Employed,45.5,Female,Full Time
S12000020,2005-Q2,95% Lower Confidence Limit,Percentage Of People Employed,45.4,Female,Full Time
S12000023,2008-Q1,95% Lower Confidence Limit,Percentage Of People Employed,46.6,Female,Part Time
S12000023,2019-Q2,Ratio,Percentage Of People Employed,39.5,Female,Part Time
S12000020,2015-Q4,95% Lower Confidence Limit,Percentage Of People Employed,43.5,Female,Full Time
S12000020,2016-Q3,Count,People,11000,Female,Part Time
S12000020,2004-Q4,Count,People,10300,Female,Part Time
S12000020,2019-Q1,Count,People,8900,Female,Part Time
S12000020,2019-Q1,95% Lower Confidence Limit,Percentage Of People Employed,48.9,Female,Full Time
S12000023,2019-Q2,95% Upper Confidence Limit,Percentage Of People Employed,52.5,Female,Part Time
S12000020,2019-Q1,Ratio,Percentage Of People Employed,55.3,Female,Full Time
S12000023,2011-Q2,Ratio,Percentage Of People Employed,43.2,Female,Full Time
S12000023,2013-Q2,Ratio,Percentage Of People Employed,41.2,Female,Full Time
S12000020,2015-Q3,Count,People,10800,Female,Part Time
S12000020,2005-Q4,Ratio,Percentage Of People Employed,49.2,Female,Part Time
S12000020,2007-Q4,Ratio,Percentage Of People Employed,44.8,Female,Part Time
S12000020,2006-Q4,Ratio,Percentage Of People Employed,46.9,Female,Part Time
S12000023,2010-Q1,95% Lower Confidence Limit,Percentage Of People Employed,51.7,Female,Part Time
S12000020,2008-Q4,Ratio,Percentage Of People Employed,47.1,Female,Part Time
S12000020,2015-Q3,Ratio,Percentage Of People Employed,46.7,Female,Full Time
S12000020,2013-Q3,Ratio,Percentage Of People Employed,47.1,Female,Full Time
S12000020,2009-Q3,Ratio,Percentage Of People Employed,54.7,Female,Full Time
S12000023,2009-Q1,95% Upper Confidence Limit,Percentage Of People Employed,43.2,Female,Full Time
S12000023,2007-Q1,95% Lower Confidence Limit,Percentage Of People Employed,44.8,Female,Part Time
S12000023,2006-Q1,Count,People,2500,Female,Full Time
S12000023,2006-Q2,95% Lower Confidence Limit,Percentage Of People Employed,34.5,Female,Full Time
S12000023,2005-Q1,Count,People,2400,Female,Full Time
S12000020,2013-Q3,Count,People,11600,Female,Part Time
S12000020,2013-Q1,Count,People,11500,Female,Part Time
S12000023,2014-Q2,Ratio,Percentage Of People Employed,43.4,Female,Full Time
S12000023,2007-Q1,Count,People,2200,Female,Full Time
S12000020,2014-Q3,Count,People,10000,Female,Part Time
S12000020,2014-Q3,Ratio,Percentage Of People Employed,51.9,Female,Full Time
S12000023,2005-Q2,95% Lower Confidence Limit,Percentage Of People Employed,42.6,Female,Full Time
S12000023,2011-Q1,95% Lower Confidence Limit,Percentage Of People Employed,46.2,Female,Part Time
S12000020,2007-Q4,95% Upper Confidence Limit,Percentage Of People Employed,59,Female,Full Time
S12000020,2009-Q1,95% Upper Confidence Limit,Percentage Of People Employed,52.1,Female,Part Time
S12000023,2017-Q3,95% Upper Confidence Limit,Percentage Of People Employed,69,Female,Full Time
S12000023,2013-Q3,95% Upper Confidence Limit,Percentage Of People Employed,52.3,Female,Full Time
S12000023,2017-Q1,95% Lower Confidence Limit,Percentage Of People Employed,37.4,Female,Full Time
S12000023,2018-Q1,95% Lower Confidence Limit,Percentage Of People Employed,35.4,Female,Full Time
S12000020,2010-Q1,95% Upper Confidence Limit,Percentage Of People Employed,48.5,Female,Part Time
S12000020,2008-Q1,95% Upper Confidence Limit,Percentage Of People Employed,57.6,Female,Full Time
S12000023,2005-Q4,95% Lower Confidence Limit,Percentage Of People Employed,41.3,Female,Full Time
S12000020,2007-Q1,95% Upper Confidence Limit,Percentage Of People Employed,49.8,Female,Part Time
S12000023,2004-Q4,95% Lower Confidence Limit,Percentage Of People Employed,43.5,Female,Full Time
S12000020,2005-Q3,Ratio,Percentage Of People Employed,50.2,Female,Part Time
S12000023,2005-Q4,95% Lower Confidence Limit,Percentage Of People Employed,37.7,Female,Part Time
S12000023,2012-Q3,95% Upper Confidence Limit,Percentage Of People Employed,49.1,Female,Full Time
S12000020,2011-Q3,Ratio,Percentage Of People Employed,50.5,Female,Part Time
S12000020,2006-Q1,95% Upper Confidence Limit,Percentage Of People Employed,55.2,Female,Full Time
S12000020,2005-Q1,95% Upper Confidence Limit,Percentage Of People Employed,56.6,Female,Full Time
S12000020,2008-Q1,95% Upper Confidence Limit,Percentage Of People Employed,50.4,Female,Part Time
S12000023,2018-Q1,95% Lower Confidence Limit,Percentage Of People Employed,40.3,Female,Part Time
S12000020,2009-Q4,95% Upper Confidence Limit,Percentage Of People Employed,60.7,Female,Full Time
S12000023,2016-Q1,95% Lower Confidence Limit,Percentage Of People Employed,30.5,Female,Part Time
S12000020,2006-Q4,95% Upper Confidence Limit,Percentage Of People Employed,57.3,Female,Full Time
S12000020,2006-Q4,95% Lower Confidence Limit,Percentage Of People Employed,49,Female,Full Time
S12000020,2018-Q1,95% Upper Confidence Limit,Percentage Of People Employed,54.8,Female,Part Time
S12000023,2016-Q3,95% Upper Confidence Limit,Percentage Of People Employed,62.5,Female,Full Time
S12000023,2007-Q4,95% Lower Confidence Limit,Percentage Of People Employed,49.7,Female,Part Time
S12000020,2016-Q1,95% Upper Confidence Limit,Percentage Of People Employed,57.7,Female,Part Time
S12000023,2014-Q4,95% Lower Confidence Limit,Percentage Of People Employed,45.5,Female,Part Time
S12000023,2011-Q4,95% Lower Confidence Limit,Percentage Of People Employed,56.5,Female,Part Time
S12000020,2013-Q4,95% Lower Confidence Limit,Percentage Of People Employed,42.4,Female,Full Time
S12000023,2013-Q4,95% Lower Confidence Limit,Percentage Of People Employed,45.5,Female,Part Time
S12000020,2015-Q1,95% Upper Confidence Limit,Percentage Of People Employed,56.3,Female,Part Time
S12000023,2005-Q3,Ratio,Percentage Of People Employed,51.5,Female,Full Time
S12000023,2007-Q4,95% Lower Confidence Limit,Percentage Of People Employed,29.4,Female,Full Time
S12000023,2006-Q4,95% Lower Confidence Limit,Percentage Of People Employed,33.7,Female,Full Time
S12000020,2008-Q4,95% Upper Confidence Limit,Percentage Of People Employed,57,Female,Full Time
S12000020,2013-Q4,95% Upper Confidence Limit,Percentage Of People Employed,57.3,Female,Part Time
S12000023,2010-Q2,95% Lower Confidence Limit,Percentage Of People Employed,29.2,Female,Full Time
S12000020,2012-Q4,95% Lower Confidence Limit,Percentage Of People Employed,42.4,Female,Full Time
S12000020,2005-Q1,95% Upper Confidence Limit,Percentage Of People Employed,53.1,Female,Part Time
S12000023,2008-Q4,95% Lower Confidence Limit,Percentage Of People Employed,50.7,Female,Part Time
S12000020,2015-Q4,95% Upper Confidence Limit,Percentage Of People Employed,56.5,Female,Part Time
S12000020,2016-Q4,95% Upper Confidence Limit,Percentage Of People Employed,57.5,Female,Part Time
S12000020,2005-Q3,Count,People,9900,Female,Part Time
S12000023,2011-Q3,95% Lower Confidence Limit,Percentage Of People Employed,48.8,Female,Part Time
S12000020,2017-Q2,Count,People,10100,Female,Part Time
S12000020,2012-Q1,95% Upper Confidence Limit,Percentage Of People Employed,53.5,Female,Full Time
S12000020,2013-Q1,95% Upper Confidence Limit,Percentage Of People Employed,51.5,Female,Full Time
S12000023,2005-Q3,95% Upper Confidence Limit,Percentage Of People Employed,60.8,Female,Full Time
S12000023,2013-Q3,95% Lower Confidence Limit,Percentage Of People Employed,47.1,Female,Part Time
S12000023,2014-Q3,95% Upper Confidence Limit,Percentage Of People Employed,56,Female,Full Time
S12000023,2015-Q3,95% Upper Confidence Limit,Percentage Of People Employed,63.7,Female,Full Time
S12000020,2012-Q3,Count,People,11100,Female,Part Time
S12000020,2011-Q3,Count,People,10600,Female,Part Time
S12000020,2010-Q3,Ratio,Percentage Of People Employed,46.2,Female,Part Time
S12000020,2009-Q3,Ratio,Percentage Of People Employed,45.3,Female,Part Time
S12000023,2005-Q1,95% Lower Confidence Limit,Percentage Of People Employed,39.8,Female,Part Time
S12000023,2006-Q1,95% Lower Confidence Limit,Percentage Of People Employed,40.3,Female,Part Time
S12000020,2009-Q3,95% Lower Confidence Limit,Percentage Of People Employed,49.6,Female,Full Time
S12000020,2009-Q3,Count,People,9300,Female,Part Time
S12000020,2011-Q2,Ratio,Percentage Of People Employed,47.4,Female,Part Time
S12000020,2011-Q1,95% Upper Confidence Limit,Percentage Of People Employed,58.6,Female,Full Time
S12000023,2006-Q1,Count,People,2600,Female,Part Time
S12000020,2005-Q4,95% Upper Confidence Limit,Percentage Of People Employed,55.2,Female,Full Time
S12000020,2004-Q4,95% Upper Confidence Limit,Percentage Of People Employed,52.5,Female,Full Time
S12000023,2011-Q2,95% Lower Confidence Limit,Percentage Of People Employed,33.8,Female,Full Time
S12000023,2017-Q1,95% Lower Confidence Limit,Percentage Of People Employed,39.5,Female,Part Time
S12000020,2016-Q3,95% Lower Confidence Limit,Percentage Of People Employed,41.7,Female,Full Time
S12000020,2012-Q3,Ratio,Percentage Of People Employed,52.2,Female,Part Time
S12000020,2013-Q4,Ratio,Percentage Of People Employed,52.2,Female,Part Time
S12000023,2008-Q2,95% Lower Confidence Limit,Percentage Of People Employed,34.8,Female,Full Time
S12000020,2008-Q3,Ratio,Percentage Of People Employed,47.5,Female,Part Time
S12000020,2017-Q3,95% Lower Confidence Limit,Percentage Of People Employed,46.7,Female,Full Time
S12000023,2011-Q3,95% Upper Confidence Limit,Percentage Of People Employed,51.2,Female,Full Time
S12000023,2006-Q3,95% Upper Confidence Limit,Percentage Of People Employed,56.5,Female,Full Time
S12000023,2017-Q2,95% Upper Confidence Limit,Percentage Of People Employed,59.8,Female,Full Time
S12000023,2011-Q1,Count,People,2300,Female,Full Time
S12000020,2016-Q4,Ratio,Percentage Of People Employed,51.2,Female,Part Time
S12000020,2010-Q1,95% Upper Confidence Limit,Percentage Of People Employed,62.2,Female,Full Time
S12000023,2015-Q3,95% Lower Confidence Limit,Percentage Of People Employed,36.3,Female,Part Time
S12000020,2009-Q1,95% Upper Confidence Limit,Percentage Of People Employed,56.7,Female,Full Time
S12000020,2014-Q4,Ratio,Percentage Of People Employed,49.3,Female,Part Time
S12000020,2015-Q4,Ratio,Percentage Of People Employed,50.9,Female,Part Time
S12000020,2007-Q1,95% Upper Confidence Limit,Percentage Of People Employed,58.5,Female,Full Time
S12000023,2012-Q3,95% Lower Confidence Limit,Percentage Of People Employed,49.8,Female,Part Time
S12000023,2009-Q2,95% Lower Confidence Limit,Percentage Of People Employed,24.3,Female,Full Time
S12000026,2009-Q4,Ratio,Percentage Of People Employed,50,Female,Full Time
S12000026,2015-Q4,Ratio,Percentage Of People Employed,43.6,Female,Part Time
S12000021,2015-Q2,95% Upper Confidence Limit,Percentage Of People Employed,46.7,Female,Part Time
S12000021,2013-Q3,95% Lower Confidence Limit,Percentage Of People Employed,35,Female,Part Time
S12000019,2006-Q3,95% Lower Confidence Limit,Percentage Of People Employed,49.4,Female,Full Time
S12000021,2015-Q1,95% Upper Confidence Limit,Percentage Of People Employed,62.3,Female,Full Time
S12000021,2019-Q2,95% Lower Confidence Limit,Percentage Of People Employed,35.9,Female,Part Time
S12000026,2014-Q1,Ratio,Percentage Of People Employed,54.5,Female,Full Time
S12000019,2005-Q1,Ratio,Percentage Of People Employed,55.8,Female,Full Time
S12000019,2012-Q3,95% Lower Confidence Limit,Percentage Of People Employed,46.3,Female,Full Time
S12000021,2015-Q3,95% Lower Confidence Limit,Percentage Of People Employed,34.1,Female,Part Time
S12000021,2014-Q3,95% Lower Confidence Limit,Percentage Of People Employed,37.2,Female,Part Time
S12000021,2009-Q3,95% Upper Confidence Limit,Percentage Of People Employed,48.2,Female,Part Time
S12000026,2014-Q4,Ratio,Percentage Of People Employed,44.1,Female,Part Time
S12000019,2014-Q3,95% Lower Confidence Limit,Percentage Of People Employed,45.8,Female,Full Time
S12000026,2019-Q2,95% Lower Confidence Limit,Percentage Of People Employed,51.3,Female,Full Time
S12000019,2009-Q4,Ratio,Percentage Of People Employed,45.8,Female,Part Time
S12000019,2007-Q2,Ratio,Percentage Of People Employed,47.1,Female,Part Time
S12000021,2013-Q1,95% Upper Confidence Limit,Percentage Of People Employed,63.2,Female,Full Time
S12000021,2009-Q4,Count,People,11900,Female,Part Time
S12000021,2006-Q4,Count,People,11300,Female,Part Time
S12000026,2005-Q3,Count,People,12000,Female,Full Time
S12000021,2018-Q1,Count,People,11200,Female,Part Time
S12000021,2017-Q1,Count,People,11000,Female,Part Time
S12000021,2012-Q4,95% Upper Confidence Limit,Percentage Of People Employed,63.3,Female,Full Time
S12000019,2019-Q2,Count,People,12400,Female,Full Time
S12000019,2010-Q2,Ratio,Percentage Of People Employed,46.9,Female,Part Time
S12000026,2007-Q4,Ratio,Percentage Of People Employed,46.8,Female,Part Time
S12000026,2008-Q4,Ratio,Percentage Of People Employed,44.9,Female,Part Time
S12000019,2011-Q3,95% Lower Confidence Limit,Percentage Of People Employed,45.7,Female,Full Time
S12000026,2010-Q4,Ratio,Percentage Of People Employed,49.8,Female,Part Time
S12000021,2005-Q3,95% Upper Confidence Limit,Percentage Of People Employed,43.9,Female,Part Time
S12000021,2011-Q3,95% Lower Confidence Limit,Percentage Of People Employed,36.2,Female,Part Time
S12000026,2017-Q4,95% Upper Confidence Limit,Percentage Of People Employed,52.6,Female,Part Time
S12000019,2008-Q1,Ratio,Percentage Of People Employed,52.1,Female,Full Time
S12000026,2012-Q1,Ratio,Percentage Of People Employed,55.2,Female,Full Time
S12000019,2010-Q3,95% Lower Confidence Limit,Percentage Of People Employed,45.4,Female,Full Time
S12000021,2014-Q2,95% Lower Confidence Limit,Percentage Of People Employed,51.2,Female,Full Time
S12000021,2009-Q2,95% Upper Confidence Limit,Percentage Of People Employed,46.3,Female,Part Time
S12000021,2018-Q2,95% Upper Confidence Limit,Percentage Of People Employed,65.5,Female,Full Time
S12000026,2007-Q3,Ratio,Percentage Of People Employed,46.1,Female,Part Time
S12000019,2019-Q2,Ratio,Percentage Of People Employed,45.2,Female,Part Time
S12000026,2006-Q2,95% Upper Confidence Limit,Percentage Of People Employed,50.4,Female,Part Time
S12000021,2018-Q2,95% Lower Confidence Limit,Percentage Of People Employed,53.9,Female,Full Time
S12000019,2015-Q1,Count,People,10000,Female,Part Time
S12000021,2017-Q2,95% Upper Confidence Limit,Percentage Of People Employed,46,Female,Part Time
S12000021,2018-Q3,95% Lower Confidence Limit,Percentage Of People Employed,53,Female,Full Time
S12000019,2006-Q1,Ratio,Percentage Of People Employed,55,Female,Full Time
S12000021,2016-Q2,95% Upper Confidence Limit,Percentage Of People Employed,47.9,Female,Part Time
S12000019,2007-Q3,95% Lower Confidence Limit,Percentage Of People Employed,48.5,Female,Full Time
S12000026,2015-Q1,Ratio,Percentage Of People Employed,57.2,Female,Full Time
S12000021,2010-Q3,95% Lower Confidence Limit,Percentage Of People Employed,36.6,Female,Part Time
S12000026,2016-Q4,95% Upper Confidence Limit,Percentage Of People Employed,50.5,Female,Part Time
S12000021,2017-Q3,95% Lower Confidence Limit,Percentage Of People Employed,30.7,Female,Part Time
S12000019,2007-Q1,Ratio,Percentage Of People Employed,53.7,Female,Full Time
S12000021,2012-Q3,95% Lower Confidence Limit,Percentage Of People Employed,35.6,Female,Part Time
S12000026,2009-Q4,Ratio,Percentage Of People Employed,49.4,Female,Part Time
S12000026,2015-Q4,95% Upper Confidence Limit,Percentage Of People Employed,49,Female,Part Time
S12000019,2010-Q4,Ratio,Percentage Of People Employed,46.9,Female,Part Time
S12000021,2011-Q4,Count,People,11000,Female,Part Time
S12000021,2014-Q4,Count,People,13300,Female,Part Time
S12000019,2006-Q4,Ratio,Percentage Of People Employed,45.9,Female,Part Time
S12000021,2016-Q2,95% Upper Confidence Limit,Percentage Of People Employed,64.2,Female,Full Time
S12000026,2017-Q1,Ratio,Percentage Of People Employed,56.3,Female,Full Time
S12000026,2018-Q1,Ratio,Percentage Of People Employed,54.3,Female,Full Time
S12000021,2016-Q4,Count,People,11200,Female,Part Time
S12000021,2004-Q4,95% Upper Confidence Limit,Percentage Of People Employed,62,Female,Full Time
S12000019,2008-Q2,Ratio,Percentage Of People Employed,54.1,Female,Full Time
S12000019,2011-Q4,Ratio,Percentage Of People Employed,50.2,Female,Part Time
S12000019,2013-Q4,Ratio,Percentage Of People Employed,45.4,Female,Part Time
S12000019,2012-Q4,Ratio,Percentage Of People Employed,42.8,Female,Part Time
S12000021,2005-Q2,Count,People,11400,Female,Part Time
S12000026,2013-Q1,Ratio,Percentage Of People Employed,53.6,Female,Full Time
S12000026,2011-Q4,Count,People,13800,Female,Full Time
S12000026,2010-Q4,Count,People,12300,Female,Full Time
S12000021,2006-Q2,Count,People,11400,Female,Part Time
S12000021,2014-Q1,95% Upper Confidence Limit,Percentage Of People Employed,62.8,Female,Full Time
S12000026,2006-Q4,95% Lower Confidence Limit,Percentage Of People Employed,48.5,Female,Full Time
S12000019,2008-Q1,Ratio,Percentage Of People Employed,47.9,Female,Part Time
S12000019,2005-Q4,Ratio,Percentage Of People Employed,45.9,Female,Part Time
S12000021,2004-Q4,Count,People,11700,Female,Part Time
S12000019,2008-Q4,Ratio,Percentage Of People Employed,51.2,Female,Part Time
S12000019,2007-Q4,Ratio,Percentage Of People Employed,45.9,Female,Part Time
S12000021,2005-Q4,Count,People,11500,Female,Part Time
S12000021,2005-Q4,95% Upper Confidence Limit,Percentage Of People Employed,65.6,Female,Full Time
S12000019,2017-Q1,Ratio,Percentage Of People Employed,42.2,Female,Part Time
S12000026,2016-Q3,95% Upper Confidence Limit,Percentage Of People Employed,49.3,Female,Part Time
S12000026,2011-Q2,Count,People,13800,Female,Full Time
S12000019,2017-Q4,Ratio,Percentage Of People Employed,41.9,Female,Part Time
S12000021,2015-Q4,95% Upper Confidence Limit,Percentage Of People Employed,64.6,Female,Full Time
S12000021,2008-Q4,Count,People,11700,Female,Part Time
S12000019,2009-Q2,Ratio,Percentage Of People Employed,48.7,Female,Part Time
S12000026,2009-Q2,Count,People,14000,Female,Full Time
S12000021,2014-Q4,95% Upper Confidence Limit,Percentage Of People Employed,60.4,Female,Full Time
S12000019,2006-Q2,Ratio,Percentage Of People Employed,46,Female,Part Time
S12000019,2008-Q2,Ratio,Percentage Of People Employed,45.9,Female,Part Time
S12000026,2006-Q3,Count,People,13200,Female,Full Time
S12000021,2016-Q1,95% Upper Confidence Limit,Percentage Of People Employed,64.6,Female,Full Time
S12000026,2018-Q2,95% Upper Confidence Limit,Percentage Of People Employed,48.5,Female,Part Time
S12000019,2005-Q2,Ratio,Percentage Of People Employed,46.4,Female,Part Time
S12000026,2015-Q3,95% Upper Confidence Limit,Percentage Of People Employed,50.3,Female,Part Time
S12000021,2011-Q4,95% Upper Confidence Limit,Percentage Of People Employed,63.7,Female,Full Time
S12000021,2018-Q1,95% Upper Confidence Limit,Percentage Of People Employed,66.4,Female,Full Time
S12000026,2016-Q1,Ratio,Percentage Of People Employed,54.1,Female,Full Time
S12000021,2012-Q4,Count,People,10600,Female,Part Time
S12000021,2015-Q2,95% Upper Confidence Limit,Percentage Of People Employed,63.2,Female,Full Time
S12000021,2017-Q4,Count,People,10800,Female,Part Time
S12000019,2014-Q4,Ratio,Percentage Of People Employed,47.4,Female,Part Time
S12000026,2017-Q2,Count,People,14100,Female,Full Time
S12000019,2015-Q4,Ratio,Percentage Of People Employed,48.3,Female,Part Time
S12000019,2016-Q4,Ratio,Percentage Of People Employed,42.9,Female,Part Time
S12000021,2010-Q4,Count,People,11500,Female,Part Time
S12000021,2013-Q4,95% Upper Confidence Limit,Percentage Of People Employed,65.8,Female,Full Time
S12000021,2007-Q4,Count,People,13100,Female,Part Time
S12000026,2004-Q4,Ratio,Percentage Of People Employed,50.4,Female,Full Time
S12000019,2018-Q4,Count,People,10000,Female,Part Time
S12000026,2009-Q1,Count,People,12100,Female,Part Time
S12000019,2005-Q3,95% Lower Confidence Limit,Percentage Of People Employed,48.5,Female,Full Time
S12000021,2007-Q4,95% Lower Confidence Limit,Percentage Of People Employed,41.3,Female,Part Time
S12000021,2018-Q1,95% Upper Confidence Limit,Percentage Of People Employed,44.7,Female,Part Time
S12000021,2006-Q4,95% Upper Confidence Limit,Percentage Of People Employed,43.5,Female,Part Time
S12000021,2004-Q4,95% Upper Confidence Limit,Percentage Of People Employed,47,Female,Part Time
S12000021,2006-Q1,95% Lower Confidence Limit,Percentage Of People Employed,34.8,Female,Part Time
S12000019,2008-Q1,95% Upper Confidence Limit,Percentage Of People Employed,57.5,Female,Full Time
S12000021,2017-Q1,95% Upper Confidence Limit,Percentage Of People Employed,47.6,Female,Part Time
S12000026,2017-Q3,Ratio,Percentage Of People Employed,47.3,Female,Part Time
S12000021,2017-Q1,95% Lower Confidence Limit,Percentage Of People Employed,35.3,Female,Part Time
S12000019,2009-Q1,95% Upper Confidence Limit,Percentage Of People Employed,57.4,Female,Full Time
S12000026,2016-Q3,Ratio,Percentage Of People Employed,43.3,Female,Part Time
S12000021,2005-Q1,95% Lower Confidence Limit,Percentage Of People Employed,36.3,Female,Part Time
S12000021,2008-Q4,95% Upper Confidence Limit,Percentage Of People Employed,45.7,Female,Part Time
S12000021,2011-Q4,95% Lower Confidence Limit,Percentage Of People Employed,35.8,Female,Part Time
S12000026,2010-Q1,Count,People,12300,Female,Part Time
S12000019,2013-Q1,Count,People,8100,Female,Part Time
S12000026,2006-Q1,Count,People,11200,Female,Part Time
S12000019,2016-Q1,Count,People,10200,Female,Part Time
S12000019,2018-Q2,Count,People,10000,Female,Part Time
S12000021,2007-Q1,95% Lower Confidence Limit,Percentage Of People Employed,35.7,Female,Part Time
S12000021,2010-Q4,95% Upper Confidence Limit,Percentage Of People Employed,46.7,Female,Part Time
S12000019,2006-Q4,Count,People,9100,Female,Part Time
S12000019,2019-Q2,Ratio,Percentage Of People Employed,54.8,Female,Full Time
S12000026,2013-Q2,Count,People,14500,Female,Full Time
S12000026,2010-Q2,Count,People,12500,Female,Full Time
S12000021,2007-Q4,95% Upper Confidence Limit,Percentage Of People Employed,50.9,Female,Part Time
S12000019,2008-Q2,95% Lower Confidence Limit,Percentage Of People Employed,48.5,Female,Full Time
S12000019,2006-Q2,95% Lower Confidence Limit,Percentage Of People Employed,48.7,Female,Full Time
S12000019,2005-Q2,95% Lower Confidence Limit,Percentage Of People Employed,48.5,Female,Full Time
S12000021,2018-Q1,95% Lower Confidence Limit,Percentage Of People Employed,33.3,Female,Part Time
S12000021,2016-Q3,95% Lower Confidence Limit,Percentage Of People Employed,38.5,Female,Part Time
